プロジェクト名,,,,,,救急情報管理システム　みまもりホン後継機対応,,,,,,,,,,,,,,,,,,,,,,,,,,作成者,,,髙橋,,,,,,,,修正者
ドキュメント名,,,,,,セコム工業登録作業の改善,,,,,,,,,,,,,,,,,,,,,,,,,,作成日,,,2023/9/20,,,,,,,,修正日
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,■機能概要,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,・みまもりホン端末新規端末情報登録を行う画面を救急情報管理上に新設する。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,・新設画面は「KDDI受領データ登録」、「端末-SIM情報紐付け登録」、「SIM情報紐付け結果一覧」の3画面,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,■権限管理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,①,当画面は下記の権限（AUTH_MST.ROLE_ID）のみ、利用可能とする。下記以外の権限がURL直指定で画面の開いた場合エラーとする。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,「21:ココセコム事務センター責任者」、「60:セコム工業」、「99:管理者権限」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,■機能詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,【１】　トップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,②,,（１）ＵＲＬ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,検証：http://gcwwqv00.intra.secom.co.jp/HX/Terminal/Top.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,本番：http://gcwwpv00.intra.secom.co.jp/HX/Terminal/Top.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,（２）ボタン制御,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,③,,KDDI受領データ登録,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,「登録」押下後下記の画面へ遷移,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,検証：http://gcwwqv00.intra.secom.co.jp/HX/Terminal/Regist.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,本番：http://gcwwpv00.intra.secom.co.jp/HX/Terminal/Regist.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,④,,端末-SIM情報紐付け登録,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,「登録」押下後下記の画面へ遷移,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,検証：http://gcwwqv00.intra.secom.co.jp/HX/Terminal/Himoduke.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,本番：http://gcwwpv00.intra.secom.co.jp/HX/Terminal/Himoduke.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,⑤,,SIM情報紐付け結果一覧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,「登録」押下後下記の画面へ遷移,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,検証：http://gcwwqv00.intra.secom.co.jp/HX/Terminal/Result.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,本番：http://gcwwpv00.intra.secom.co.jp/HX/Terminal/Result.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,【２】　ＫＤＤＩ受領データ登録,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,（１）ボタン制御,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,⑥,,端末データ登録,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,「端末データ登録」ボタン押下後、ファイルアップロードのポップアップを表示する,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ポップアップ上では「参照」ボタンでファイルを指定して「アップロード」ボタンでアップロードする。「クリア」押下で現在の入力値をクリアする。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,⑦,,SIMデータ登録,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,「SIMデータ登録」ボタン押下後、ファイルアップロードのポップアップを表示する,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ポップアップ上では「参照」ボタンでファイルを指定して「アップロード」ボタンでアップロードする。「クリア」押下で現在の入力値をクリアする。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,⑧,,メニューへ戻る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,トップメニューへ遷移,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,（検証：http://gcwwqv00.intra.secom.co.jp/HX/、　　本番：http://gcwwpv00.intra.secom.co.jp/HX/）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,（２）画面制御,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,⑨,,アップロードボタン押下時,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,アップロードされたファイルの内容をＤＢへ登録する,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,１．端末データ登録,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,⑩,,,●ファイルレイアウト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,カンマ区切りＣＳＶファイル、一行目はヘッダー情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,一行当たりの項目数は６（Ｎｏ．、製造番号、機器ＰＩＮコード、納品予定日、商品コード、商品名）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,※DBへの取り込み、及びパラメータチェック対象項目は３項目（製造番号、機器PINコード、商品コード）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,●ファイルチェック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,⑪,,,,拡張子チェック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ＣＳＶファイルでない場合、エラーとする　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,⇒　エラー文言：アップロードファイルにはCSVファイルを指定してください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,⑫,,,,パラメータチェック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,各項目について、下記の条件を元にパラメータチェックを行う。条件を満たさない場合エラーとする。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,⇒エラー文言：　端末製造番号：XXXXXXXXXXXの桁数が正しくないためエラーとなりました。内容を確認し、再度アップロードしてください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,アップロードファイルレイアウトは「参考_端末情報と対応」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,列,項目名,,,,,,,,,DBパラメータ名,,,,,,,,,,,最小桁数,,,最大桁数,,,備考,,,,,,,,,
,,,,,,,A,No,,,,,,,,,-,,,,,,,,,,,-,,,-,,,DB取り込み無し,,,,,,,,,
,,,,,,,B,端末製造番号（ＩＭＥＩ）１,,,,,,,,,TERMINAL_NO_1,,,,,,,,,,,15,,,15,,,,,,,,,,,,
,,,,,,,C,端末製造番号（ＩＭＥＩ）２,,,,,,,,,TERMINAL_NO_2,,,,,,,,,,,15,,,15,,,"現行機ではＮＵＬＬのため、
パラメータチェック対象外とする",,,,,,,,,
,,,,,,,D,機器ＰＩＮコード,,,,,,,,,PIN_CD,,,,,,,,,,,5,,,5,,,,,,,,,,,,
,,,,,,,E,納品予定日,,,,,,,,,-,,,,,,,,,,,-,,,-,,,DB取り込み無し,,,,,,,,,
,,,,,,,F,商品コード,,,,,,,,,ITEM_CD,,,,,,,,,,,8,,,8,,,チェック内容は右記の通り,,,,,,,,,
,,,,,,,G,商品名,,,,,,,,,-,,,,,,,,,,,-,,,-,,,DB取り込み無し,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,⑬,,,,重複チェック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,下記項目について、対象テーブル内で重複チェックを行い、重複があった場合はエラーとする。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,⇒エラー文言：　端末製造番号：XXXXXXXXXXは既に登録されているためファイルアップロードできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ファイルパラメータ,,,,,,,,,,,,,,,,,,対象ＤＢ項目,,,,,,,,,,,,,,,,,,
,,,,,,,端末製造番号（ＩＭＥＩ）,,,,,,,,,,,,,,,,,,HX.NEW_TERMINAL_REGIST.TERMINAL_NO,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,HX.MAMORINO_MST.TERMINAL_NO,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,●ＤＢ登録,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,⑭,,,,ファイルチェックを全て通過した場合のみ、ＤＢへ登録を行う。（ＩＮＳＥＲＴ）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,登録内容は下記,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ヘッダー情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,登録値,,,,,,,,,,,,,,,,,,対象ＤＢ項目,,,,,,,,,,,,,,,,,,
,,,,,,,登録日時,,,,,,,,,,,,,,,,,,HX.NEW_TERMINAL_REGIST.CREATE_DATE,,,,,,,,,,,,,,,,,,
,,,,,,,ＷＥＢページ名,,,,,,,,,,,,,,,,,,HX.NEW_TERMINAL_REGIST.CREATE_PROGRAM_ID,,,,,,,,,,,,,,,,,,
,,,,,,,ログインユーザー社員番号,,,,,,,,,,,,,,,,,,HX.NEW_TERMINAL_REGIST.CREATE_USER_ID,,,,,,,,,,,,,,,,,,
,,,,,,,登録日時,,,,,,,,,,,,,,,,,,HX.NEW_TERMINAL_REGIST.MODIFIED_DATE,,,,,,,,,,,,,,,,,,
,,,,,,,ＷＥＢページ名,,,,,,,,,,,,,,,,,,HX.NEW_TERMINAL_REGIST.MODIFIED_PROGRAM_ID,,,,,,,,,,,,,,,,,,
,,,,,,,ログインユーザー社員番号,,,,,,,,,,,,,,,,,,HX.NEW_TERMINAL_REGIST.MODIFIED_USER_ID,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ファイルパラメータ,,,,,,,,,,,,,,,,,,対象ＤＢ項目,,,,,,,,,,,,,,,,,,
,,,,,,,端末製造番号（ＩＭＥＩ）,,,,,,,,,,,,,,,,,,HX.NEW_TERMINAL_REGIST.TERMINAL_NO_1,,,,,,,,,,,,,,,,,,
,,,,,,,端末製造番号（ＩＭＥＩ）,,,,,,,,,,,,,,,,,,HX.NEW_TERMINAL_REGIST.TERMINAL_NO_2,,,,,,,,,,,,,,,,,,
,,,,,,,機器PINコード,,,,,,,,,,,,,,,,,,HX.NEW_TERMINAL_REGIST.PIN_CD,,,,,,,,,,,,,,,,,,
,,,,,,,商品コード,,,,,,,,,,,,,,,,,,HX.NEW_TERMINAL_REGIST.ITEM_CD,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,２．ＳＩＭデータ登録,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,⑮,,,●ファイルレイアウト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,カンマ区切りＣＶＳファイル、一行目はヘッダー情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,一行当たりの項目数は９（仮）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,（Ｎｏ．、電話番号、加入者コード、製造番号（ＩＣカード）、ネットワーク暗証番号、ＰＩＮロック解除、機器ＰＩＮコード、納品予定日、受注日）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,※DBへの取り込み、及びパラメータチェック対象項目は５項目（電話番号、加入者コード、製造番号（ＩＣカード）、ネットワーク暗証番号、ＰＩＮロック解除）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,●ファイルチェック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,⑯,,,,拡張子チェック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ＣＳＶファイルでない場合、エラーとする　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,⇒　エラー文言：アップロードファイルにはCSVファイルを指定してください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,⑰,,,,パラメータチェック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,各項目について、下記の条件を元にパラメータチェックを行う。条件を満たさない場合エラーとする。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,⇒エラー文言：　電話番号XXXXXXXXXXXの桁数が正しくないためエラーとなりました。内容を確認し、再度アップロードしてください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,アップロードファイルレイアウトは「参考_SIM情報と対応」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,列,項目名,,,,,,,,,DBパラメータ名,,,,,,,,,,,最小桁数,,,最大桁数,,,備考,,,,,,,,,
,,,,,,,A,No,,,,,,,,,-,,,,,,,,,,,-,,,-,,,DB取り込み無し,,,,,,,,,
,,,,,,,B,端末電話番号,,,,,,,,,MDP_TEL,,,,,,,,,,,11,,,11,,,,,,,,,,,,
,,,,,,,C,加入者コード,,,,,,,,,KANYUSYA_CD,,,,,,,,,,,8,,,8,,,,,,,,,,,,
,,,,,,,D,製造番号（ICカード）,,,,,,,,,IC_CARD_NO,,,,,,,,,,,19,,,19,,,,,,,,,,,,
,,,,,,,E,ネットワーク暗証番号,,,,,,,,,NETWORK_PASSWORD,,,,,,,,,,,4,,,4,,,,,,,,,,,,
,,,,,,,F,PINロック解除,,,,,,,,,SIM_UNLOCK_CD,,,,,,,,,,,8,,,8,,,,,,,,,,,,
,,,,,,,G,機器PINコード,,,,,,,,,-,,,,,,,,,,,-,,,-,,,DB取り込み無し,,,,,,,,,
,,,,,,,H,納品予定日,,,,,,,,,-,,,,,,,,,,,-,,,-,,,DB取り込み無し,,,,,,,,,
,,,,,,,I,受注日,,,,,,,,,-,,,,,,,,,,,-,,,-,,,DB取り込み無し,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,⑱,,,,重複チェック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,下記項目について、対象テーブル内で重複チェックを行い、重複があった場合はエラーとする。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,⇒エラー文言：　端末電話番号：XXXXXXXXXXは既に登録されているためファイルアップロードできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,　　　　　　　　　　ＳＩＭ情報（ＩＣＣＩＤ）：XXXXXXXXXXは既に登録されているためファイルアップロードできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ファイルパラメータ,,,,,,,,,,,,,,,,,,対象ＤＢ項目,,,,,,,,,,,,,,,,,,
,,,,,,,端末電話番号,,,,,,,,,,,,,,,,,,HX.MAMORINO_MST.MDP_TEL,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,HX.NEW_SIM_REGIST.MDP_TEL,,,,,,,,,,,,,,,,,,
,,,,,,,SIM情報（ＩＣＣＩＤ）,,,,,,,,,,,,,,,,,,HX.MAMORINO_MST.IC_CARD_NO,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,HX.NEW_SIM_REGIST.IC_CARD_NO,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,●ＤＢ登録,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,⑲,,,,ファイルチェックを全て通過した場合のみ、ＤＢへ登録を行う。（ＩＮＳＥＲＴ）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,登録内容は下記,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ヘッダー情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,登録値,,,,,,,,,,,,,,,,,,対象ＤＢ項目,,,,,,,,,,,,,,,,,,
,,,,,,,登録日時,,,,,,,,,,,,,,,,,,HX.NEW_SIM_REGIST.CREATE_DATE,,,,,,,,,,,,,,,,,,
,,,,,,,ＷＥＢページ名,,,,,,,,,,,,,,,,,,HX.NEW_SIM_REGIST.CREATE_PROGRAM_ID,,,,,,,,,,,,,,,,,,
,,,,,,,ログインユーザー社員番号,,,,,,,,,,,,,,,,,,HX.NEW_SIM_REGIST.CREATE_USER_ID,,,,,,,,,,,,,,,,,,
,,,,,,,登録日時,,,,,,,,,,,,,,,,,,HX.NEW_SIM_REGIST.MODIFIED_DATE,,,,,,,,,,,,,,,,,,
,,,,,,,ＷＥＢページ名,,,,,,,,,,,,,,,,,,HX.NEW_SIM_REGIST.MODIFIED_PROGRAM_ID,,,,,,,,,,,,,,,,,,
,,,,,,,ログインユーザー社員番号,,,,,,,,,,,,,,,,,,HX.NEW_SIM_REGIST.MODIFIED_USER_ID,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ファイルパラメータ,,,,,,,,,,,,,,,,,,対象ＤＢ項目,,,,,,,,,,,,,,,,,,
,,,,,,,端末電話番号,,,,,,,,,,,,,,,,,,"HX.NEW_TERMINAL_REGIST,MDP_TEL",,,,,,,,,,,,,,,,,,
,,,,,,,加入者コード,,,,,,,,,,,,,,,,,,HX.NEW_TERMINAL_REGIST.KANYUSYA_CD,,,,,,,,,,,,,,,,,,
,,,,,,,ＳＩＭ情報（ＩＣＣＩＤ）,,,,,,,,,,,,,,,,,,HX.NEW_TERMINAL_REGIST.IC_CARD_NO,,,,,,,,,,,,,,,,,,
,,,,,,,ネットワーク暗証番号,,,,,,,,,,,,,,,,,,HX.NEW_TERMINAL_REGIST.NETWORK_PASSWORD,,,,,,,,,,,,,,,,,,
,,,,,,,ＳＩＭロック解除コード,,,,,,,,,,,,,,,,,,HX.NEW_TERMINAL_REGIST.SIM_UNLOCK_CD,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,３．登録完了後,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,⑳,,,正常にＤＢへ登録が完了した場合、画面上で登録完了文言を表示する。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,端末データ登録,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,端末データをＸＸＸ件登録しました。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,ＳＩＭデータ登録,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ＳＩＭデータをＸＸＸ件登録しました。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,エラーの場合は登録時に、ロールバックしてファイルは取り込まない。また、１．、２．で記載した条件に基づいてエラーを表示する。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,【３】　端末-ＳＩＭ情報紐付け登録,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,（１）ボタン制御,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,㉑,,登録,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,画面上で入力されている端末、ＳＩＭ情報を用いて端末-ＳＩＭ情報紐付けテーブル（HX.TERMINAL_SIM_HIMODUKE）に登録を行う,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,㉒,,メニューへ戻る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,トップメニューへ遷移,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,（検証：http://gcwwqv00.intra.secom.co.jp/HX/、　　本番：http://gcwwpv00.intra.secom.co.jp/HX/）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,（２）画面制御,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,「登録」ボタン押下時に「端末製造番号（ＩＭＥＩ）」、「ＳＩＭ情報（ＩＣＣＩＤ）」をＤＢに登録する,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,㉓,,,１．パラメータチェック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,入力チェック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,各項目について、下記の条件を元にパラメータチェックを行う。条件を満たさない場合エラーとする。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,⇒エラー文言：　端末製造番号：XXXXXXは桁数が正しくないためエラーとなりました。入力内容を確認し再登録してください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,No,項目名,,,,,,,,,DBパラメータ名,,,,,,,,,,,最小桁数,,,最大桁数,,,備考,,,,,,,,,
,,,,,,,1,端末製造番号（ＩＭＥＩ）,,,,,,,,,TERMINAL_NO,,,,,,,,,,,15,,,15,,,,,,,,,,,,
,,,,,,,2,ＳＩＭ情報（ＩＣＣＩＤ）,,,,,,,,,IC_CARD_NO,,,,,,,,,,,19,,,19,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,㉔,,,,重複チェック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,下記項目について、対象テーブル内で重複チェックを行い、重複があった場合はエラーとする。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,⇒エラー文言：　端末電話番号：XXXXXXXXXXは既に登録されているため紐付けできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,　　　　　　　　　　ＳＩＭ情報（ＩＣＣＩＤ）：XXXXXXXXXXは既に登録されているため紐付けできません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,入力値,,,,,,,,,,,,,,,,,,対象ＤＢ項目,,,,,,,,,,,,,,,,,,
,,,,,,,端末製造番号（ＩＭＥＩ）,,,,,,,,,,,,,,,,,,HX.TERMINAL_SIM_HIMODUKE.TERMINAL_NO,,,,,,,,,,,,,,,,,,
